Age,Gender,Marital Status,Education,Job,Income,Loan Amount,Loan Term,Interest Rate,Credit History,Collateral,Employment Length,Num Dependents,Monthly Expenses,Credit Score,Debt to Income Ratio,Loan to Value Ratio,Payment History,Credit Utilization,Bankruptcy,Foreclosure,Delinquency,Repossession,Late Payments,Credit Inquiries,Default,BKI_rate
55,Female,Married,Bachelor,Employed,5860.602505214538,37472.51856578796,46,15.838067207851244,8,No,19,2,2246.5641834714697,0.8122266733239238,0.2937877880595284,0.7035370916386676,1,0.7856821832296413,0,0,0,0,0,9,0,D
25,Male,Married,Master,Employed,5132.9643645256865,9643.929497498022,29,19.88895101950454,6,No,5,2,2420.0759578388647,0.7059827645253718,0.5258068209815758,0.6705061705210906,1,0.657078893304134,0,0,0,0,0,9,0,C
44,Male,Single,PhD,Employed,5874.06458947007,3881.912368831345,28,15.84803901539816,5,Yes,9,5,1378.547446180948,0.5927894269872139,0.5317229952493883,0.873519700571568,9,0.256426178515195,0,0,0,0,3,8,0,C
54,Male,Single,High School,Self-Employed,5004.143508753977,22261.22836925413,20,13.267993969179146,7,No,1,5,1854.0365112591674,0.7849982318942191,0.34388826202511064,0.6226877496270371,6,0.274296163015768,0,0,0,0,3,1,0,D
54,Male,Married,High School,Employed,6457.201784412826,17925.1240846719,46,15.510725582143413,4,Yes,4,0,3412.3878582131924,0.5689265600905316,0.37716739471215543,0.7660630353232072,1,0.5884391452413776,0,0,0,0,2,1,1,B
68,Female,Divorced,High School,Unemployed,4000.9167166078178,12470.193038318772,13,8.816501358027487,5,Yes,17,0,2030.0700143060692,0.5965312798504668,0.26090653529783736,0.8338040054465672,4,0.5289730911566849,0,0,0,0,3,8,0,C
41,Female,Married,PhD,Employed,2687.9699638647126,31218.954947686507,23,8.16205334807825,4,Yes,20,3,2339.7877057643605,0.5324160115069871,0.341582330495417,0.8320615052010997,3,0.2525963212832977,0,0,0,0,4,5,1,B
70,Female,Divorced,Bachelor,Unemployed,6221.023416337464,27589.82922456043,49,9.136810249897383,8,No,4,5,2355.7197341802457,0.791236137368069,0.523945534438586,0.7552644248431859,5,0.4741650138951288,0,0,0,0,1,9,0,D
55,Male,Married,High School,Self-Employed,4314.42102557213,15874.232545645571,24,11.025321709288548,4,Yes,16,0,72.52905160705382,0.5342509112283558,0.4456293350869452,0.9323778984108193,1,0.13646239954664108,0,0,1,0,1,6,1,B
53,Male,Single,High School,Unemployed,2552.549531152222,32052.007685310386,28,9.00231800211153,6,No,14,1,1425.7508727388204,0.7169331124378922,0.3448389504386007,0.8458502375063557,9,0.6119117302982433,0,0,0,0,0,1,0,C
53,Female,Divorced,Master,Employed,5687.440544610521,19875.76238710034,35,19.986319123934518,2,Yes,4,5,1004.7534984676375,0.4315284210339215,0.5652137610585992,0.5628769473818978,6,0.25164600290268835,0,0,0,0,0,8,1,A
42,Male,Single,Master,Employed,3652.968725810216,19229.572105315634,28,16.268571932997926,7,Yes,9,0,678.6314029367904,0.7864440737041035,0.37989672802563634,0.8929056371509195,9,0.8510037706257585,1,0,0,0,0,0,0,D
25,Female,Single,High School,Self-Employed,5699.835324098768,16980.58563698041,65,15.945671027614516,3,No,15,1,2574.7919024373764,0.47680150366620777,0.47089120703863,0.9436518861347248,9,0.455436364302213,0,0,0,0,4,7,1,B
40,Female,Married,High School,Employed,2922.5597074837324,18207.640768056608,63,17.6667563271141,1,Yes,5,1,2253.7390102872046,0.3373133159560986,0.4138597564567551,0.8096454682514606,5,0.9307280139935279,0,0,0,0,0,3,1,A
47,Female,Married,High School,Employed,4020.8763334367177,7483.5260248549,54,12.187513963070248,4,No,2,2,3392.303137399944,0.5368803571715902,0.5639811364425585,0.6805353251025676,6,0.7707994015568165,0,0,0,0,4,5,1,B
31,Female,Married,Master,Self-Employed,5847.5452690123875,21429.37180437795,14,9.34333443662629,4,Yes,14,2,2845.1729171425873,0.5312864716881931,0.28688938882080467,0.6414920192630923,2,0.23708413838440823,0,0,0,0,5,1,1,B
70,Female,Divorced,Master,Unemployed,2991.6841846909056,7142.683380084622,34,12.497858954836786,1,No,6,1,1744.967776127007,0.307907832925772,0.4075361961861016,0.8816109008588134,12,0.14538306009826363,0,0,1,0,2,6,1,A
51,Female,Married,PhD,Unemployed,6750.867288347285,19075.859719086005,39,9.736133286178081,2,Yes,16,0,2115.5350754311435,0.42581789938395825,0.4470465030025151,0.9339523287032572,3,0.8785029789946618,0,0,0,0,0,5,1,A
47,Male,Single,Master,Self-Employed,7173.402916432236,22703.018860306944,39,13.798732354291323,7,Yes,17,2,3213.403699128023,0.7201159477993747,0.6248294151943813,0.8477676249623909,4,0.5617026672852735,0,0,0,0,5,3,0,D
58,Male,Divorced,PhD,Employed,4755.203698162889,46430.14433992707,20,17.738683843423225,2,No,16,5,2280.2004974013394,0.38353405308868727,0.3754895980699718,0.7176429367871092,9,0.8576791360103492,0,0,0,0,3,2,1,A
24,Male,Married,High School,Self-Employed,7956.861904153036,4163.887172307952,25,13.714800585736997,4,No,14,4,1104.3975274860577,0.5216650780110429,0.3952997296119806,0.7873903785892078,6,0.21577189597939983,1,0,0,0,0,0,1,B
37,Female,Divorced,High School,Employed,8537.399320177874,41075.99435850759,30,10.620031118400963,4,No,18,0,3035.061009530389,0.5218520208389978,0.5268824763926405,0.7181510290640492,6,0.3235434483466253,0,0,0,0,2,6,1,B
35,Female,Married,PhD,Unemployed,5898.156793076613,17186.936343332352,42,19.52848015995746,7,No,11,1,3085.4901168836163,0.7878199780357718,0.3923725156405035,0.7354140756500902,0,0.05660976337128987,0,0,0,0,2,2,0,D
67,Male,Single,PhD,Self-Employed,1126.9156798516774,6787.11058642701,23,12.007958249372948,8,Yes,11,1,1375.237951399456,0.8256394837385299,0.5717801056207285,0.906024377932567,0,0.4356025213562561,0,0,1,0,5,0,0,D
67,Male,Single,PhD,Unemployed,2004.9507974919748,28111.3140624574,17,9.44263571515853,7,No,8,1,1407.848546993619,0.7302652174015688,0.5916467453963774,0.7412935666214657,8,0.8712085095666555,0,0,0,0,3,9,0,D
24,Male,Divorced,Bachelor,Employed,6734.278913918084,24629.949902130556,35,17.609468142022237,6,No,19,1,3323.022431242058,0.7106895102842301,0.5132562139389872,0.8262662502869743,9,0.8240843303636439,0,0,0,1,4,10,0,C
34,Female,Married,Bachelor,Self-Employed,4867.234432013192,21362.757870503247,66,19.12981944485354,8,No,7,0,2690.256455649742,0.8399252482282714,0.512670173903669,0.6542123943414153,5,0.12308638111299208,0,0,0,1,1,9,0,D
40,Female,Divorced,High School,Self-Employed,7042.305847580079,37065.495067737545,22,11.91172220276019,2,No,4,3,2231.1290972905995,0.40175933839280487,0.3989842280709833,0.8583045728083404,12,0.756007672348331,0,0,0,0,1,1,1,A
23,Female,Single,Bachelor,Unemployed,1958.9450404411377,23659.23188345268,56,16.417464282597834,1,No,9,2,4438.063107203346,0.3189496646647781,0.5104920932233785,0.8356556402549075,10,0.04541173995812664,0,0,0,0,4,4,1,A
77,Male,Divorced,Bachelor,Self-Employed,2682.1809981981723,19556.669152068822,67,17.051020961182672,8,Yes,16,0,3386.5879970128362,0.8013036696857131,0.3949317619809839,0.67139013841846,6,0.0665650412781914,0,0,0,1,4,0,0,D
75,Male,Divorced,Master,Self-Employed,7271.062278251851,28636.2124605399,70,15.437296272546465,3,No,13,5,1528.98281010226,0.44498917121242687,0.35173171047320995,0.9535864253978816,7,0.6758888654218638,0,0,0,1,2,5,1,B
30,Male,Single,High School,Unemployed,5646.178074545568,26182.400707480174,65,14.32014798399723,4,No,5,0,2497.3560393132398,0.5569317004684513,0.27490743081520297,0.7790839030546285,5,0.6926797912702518,0,0,0,0,2,7,1,B
24,Female,Divorced,High School,Employed,7096.903272795376,6615.549247350122,28,17.90674864165999,4,Yes,7,5,1957.869333716939,0.5207451274388247,0.31804034848679663,0.8941895135122502,1,0.5925506468767177,0,0,0,0,5,7,1,B
66,Male,Married,Master,Unemployed,3247.872148565284,25576.293149286652,29,9.690989659571548,8,Yes,9,3,1664.7417613086066,0.8452264800388205,0.4704345260348083,0.7297272777546225,5,0.7765575075867359,0,0,0,0,1,2,0,D
51,Female,Single,High School,Employed,6864.76172923096,15755.292348758987,48,11.667426485145594,6,No,11,5,2850.768038326408,0.6568821406916454,0.37478362333697657,0.8669231157189227,2,0.2788294597735643,0,0,0,0,5,4,0,C
43,Female,Divorced,Master,Employed,3883.821676996768,24743.3860808861,31,11.542124470195546,6,Yes,16,5,2476.190656990209,0.6762234080416291,0.4312984916536253,0.6764166801793877,5,0.5278685470746362,0,0,0,0,5,2,0,C
23,Male,Married,Bachelor,Self-Employed,4764.608461361107,5278.516894276176,15,13.27694812348064,4,No,17,2,3176.7853165808683,0.5610447786861863,0.39028270711326135,0.7346150149754724,11,0.7783419423872303,0,0,0,0,1,5,1,B
32,Female,Divorced,Master,Self-Employed,5162.328796065138,19274.22695212741,55,9.530007902208808,7,Yes,15,1,430.43106384379325,0.7768177593792964,0.4605828445213794,0.8082866621059414,6,0.7276171610613521,0,0,0,1,3,3,0,D
22,Female,Married,Bachelor,Employed,1842.5181091071258,23831.430809034224,35,9.404816452142509,6,No,15,1,1570.91797823816,0.6957038368452958,0.45269604892196574,0.9541927411890132,0,0.7027038539079322,0,0,0,0,1,10,0,C
42,Male,Single,Master,Employed,4305.958998126431,2453.409564730686,35,18.82265237280222,8,No,12,2,747.9721361808481,0.7977390334592767,0.5456251420752226,0.8134460113081404,4,0.16358081165673988,0,0,0,0,0,10,0,D
37,Female,Married,PhD,Self-Employed,4707.0852252748045,11207.485832927456,60,11.764982555013246,5,Yes,17,0,1246.4659467140764,0.624641808781583,0.22212743847153382,0.7848821282712583,9,0.6884747726740429,0,0,0,0,4,6,0,C
18,Male,Single,Bachelor,Employed,4082.713653210184,29300.054519928224,28,12.92004998938675,8,Yes,17,0,1085.972788073374,0.8269286786431335,0.39676821660066214,0.6455642078482315,5,0.7983756460845536,0,0,0,0,3,4,0,D
38,Female,Divorced,High School,Unemployed,5235.136447323113,29080.09615892353,19,18.539583935937436,2,Yes,16,0,1177.1445096122006,0.3704842642734245,0.3760602530831981,0.6943538754191231,5,0.7863431368141875,0,0,0,0,3,0,1,A
49,Male,Divorced,PhD,Unemployed,5000.859219275492,26548.868972208933,53,9.994575298266627,2,No,17,0,1766.3072306693914,0.3953610695147717,0.5564385189134247,0.8698363021157307,7,0.2556604369976033,0,0,0,0,1,4,1,A
41,Male,Divorced,PhD,Unemployed,7989.352680427501,15711.878885710186,41,18.199461661316455,4,No,3,1,2858.18671635415,0.5776605990715058,0.48415341942187673,0.8157876129883769,1,0.8151956873559109,0,0,0,0,0,7,1,B
79,Female,Single,High School,Employed,5488.931220354771,23552.30290462867,37,19.530596463492707,6,No,3,1,1910.8405014776395,0.6844548150196385,0.2703070229623731,0.8461658594533491,5,0.576107403087614,0,0,0,0,3,2,0,C
75,Male,Single,Bachelor,Employed,4311.1700111969785,24783.81770064799,43,15.547000371422957,7,Yes,5,1,2119.3796901625883,0.7332835465508296,0.4301816470495961,0.9830332069798385,6,0.47708406912193735,0,0,0,0,5,1,0,D
52,Male,Divorced,Bachelor,Employed,4613.501915363638,23363.969135580657,39,15.00709534874491,6,No,17,0,1414.9203100419036,0.6928195821921275,0.30731100012203405,0.7225523084604686,7,0.16216436374075793,0,0,0,0,1,2,0,C
23,Male,Married,High School,Unemployed,5248.022482294625,21357.57007291527,31,15.18525930714938,8,Yes,18,2,2827.2194118051248,0.8422825134369588,0.4321515094817699,0.9165869443120811,9,0.5261759961729147,0,0,0,0,4,1,0,D
22,Male,Single,PhD,Self-Employed,7981.4409927681545,32913.185781408,48,19.850246499371742,6,Yes,2,2,3089.5661230682117,0.6568352433725412,0.3978638755548885,0.8349146396369528,6,0.9941819785302025,0,1,1,1,0,5,0,C
37,Male,Divorced,PhD,Employed,4268.582933937783,11914.70528889355,70,8.659915498994897,6,Yes,20,2,2580.6064293106183,0.6818030538588531,0.42745836363763556,0.8218257918084761,12,0.3012809361901505,0,0,0,0,0,0,0,C
38,Female,Single,Master,Employed,6793.203905211698,10777.868865606755,14,16.47158966444779,6,Yes,18,5,1556.3549603365154,0.7123305731552727,0.46095501014741713,0.6292566388510272,7,0.19683631913964938,0,0,0,0,1,4,0,C
19,Male,Married,PhD,Unemployed,1415.809115241178,35454.45202267127,68,10.510856417982563,3,No,10,0,1534.7780236112321,0.4509621595483332,0.5595984078770255,0.8425713910889358,11,0.7486562390289084,0,0,0,0,2,4,1,B
45,Female,Married,High School,Self-Employed,4833.307089503394,26259.988916113918,54,9.485509833712918,7,Yes,6,0,2827.1713017353914,0.7724379635342327,0.2819888103855671,0.8270844976363627,4,0.6837158233242367,0,0,0,0,2,5,0,D
19,Male,Divorced,High School,Self-Employed,2778.439273706291,27321.204410815153,19,8.567723959807534,7,No,14,0,1380.208938869669,0.7533322900575014,0.3526224421740428,0.7847602741933639,6,0.6864058165149857,0,0,0,0,3,5,0,D
21,Female,Divorced,High School,Employed,3597.331113348147,26322.284757555324,25,10.783307602000155,4,No,12,1,742.3941780402183,0.5432244690759693,0.46762344741529616,0.8382977664191565,1,0.7746310837260372,0,0,0,0,0,4,1,B
75,Female,Single,Master,Employed,5210.1051107937565,35929.539265566345,40,13.389338863593162,6,Yes,17,2,2979.192104553061,0.6883824214000939,0.3312000944145513,0.8991884853545749,11,0.41034004935907165,1,0,0,0,0,2,0,C
51,Female,Single,High School,Unemployed,7367.010463617926,20430.12669881317,19,17.86173315789124,7,No,7,1,487.1471623590387,0.7861669174732269,0.47645348683522215,0.7047433168158606,3,0.8025207122224197,0,0,0,0,1,8,0,D
63,Female,Single,Bachelor,Employed,7146.216097686126,3126.8858569428776,28,12.025902515471204,5,Yes,12,0,2963.613584917962,0.6176697295345583,0.5839338596313955,0.6318483592177218,2,0.8299179081426398,0,0,0,0,3,1,0,C
21,Female,Single,Bachelor,Unemployed,4202.242029537356,25579.90187259848,22,18.784918950707866,8,No,6,5,765.329008910478,0.7918060307326508,0.46955609631398,0.7981558203054683,1,0.5558849908048445,0,0,0,0,2,8,0,D
40,Male,Single,Master,Unemployed,7558.5305776079185,8513.551961486484,47,14.215520630933074,2,Yes,4,4,3671.884545384012,0.40591208591418654,0.39117185729297493,0.9344198575656925,9,0.7044831318079631,0,0,0,0,5,3,1,A
47,Male,Single,Master,Self-Employed,2765.190771048635,282.5160151011805,44,17.326011663225774,8,No,1,4,2371.1610161737144,0.7957557493125259,0.18673120755888248,0.8556263107489686,12,0.7236678983167159,0,1,0,0,0,6,0,D
38,Male,Divorced,Bachelor,Employed,7491.079883119923,12164.640663193413,27,9.16105958033604,1,No,13,2,2212.3739417997376,0.3085855620985576,0.27638223597911654,0.8344470459977337,8,0.8608366853536312,0,0,0,0,5,1,1,A
29,Male,Divorced,Bachelor,Unemployed,7676.38869682332,19879.410404035323,24,15.127152680409928,8,No,11,5,917.5196939434725,0.8185096954821335,0.508424453327513,0.7603827763567643,0,0.5087795721090344,0,0,0,0,0,7,0,D
41,Female,Divorced,PhD,Unemployed,5022.505403541209,38501.60454406192,25,13.939888467847481,5,No,14,0,1718.3582128402795,0.5936925301458186,0.43082193877079517,0.7675375468530492,8,0.5637811682017698,0,0,0,0,5,1,0,C
58,Female,Single,PhD,Self-Employed,5422.313631147221,16730.585348055876,36,9.617611230515225,8,Yes,16,0,2511.1045783612462,0.8296291556599952,0.357530464375233,0.7742166153915933,3,0.7411001542277771,0,0,0,0,2,3,0,D
66,Female,Married,Bachelor,Self-Employed,193.28236690664562,31698.16712079318,17,11.041608439696628,5,No,3,3,1752.3610022722883,0.635855573695135,0.3619176838329743,0.816635991683816,12,0.6542078420183333,0,0,0,0,1,0,0,C
55,Male,Single,Bachelor,Employed,7768.3295979489885,25186.772373115895,20,18.470231076614823,5,No,11,3,751.9583183315858,0.6069862823204307,0.4392154772721333,0.8035790182339905,9,0.6317231497983293,0,0,1,0,5,7,0,C
25,Female,Divorced,High School,Employed,3540.00423537427,22956.112026329705,33,13.656772225246161,6,Yes,19,5,1866.5822761125298,0.6800027483383964,0.32327337224437025,0.8170526096425164,9,0.4599801584880914,1,0,0,0,2,0,0,C
63,Female,Single,Bachelor,Unemployed,5300.74718902499,34791.48953067091,43,8.190287262979014,6,No,1,3,2886.875530368038,0.7121503678791125,0.39908479643786215,0.6897541354921541,4,0.9956814163752794,0,0,0,0,0,6,0,C
20,Female,Single,PhD,Self-Employed,4426.137620112264,23064.77568691938,44,19.88459752531626,2,No,9,3,2331.972333216401,0.432916627943442,0.43546792680118046,0.6470577758795412,5,0.649614714578466,0,0,0,0,1,6,1,A
51,Female,Married,High School,Employed,2590.8721388264216,19145.013222617526,23,18.77855388992318,2,No,13,3,2030.6934453615913,0.40138367881042686,0.3301815630468855,0.9715561793157474,6,0.5810522940094404,0,0,0,0,4,8,1,A
42,Female,Divorced,Master,Self-Employed,2804.1850613701813,13200.94262169625,29,12.731139756290803,1,Yes,7,2,2404.4519822493216,0.33424469698658893,0.6450446732445994,0.9364824282102411,10,0.4270393629592115,1,0,0,0,0,1,1,A
68,Male,Single,PhD,Unemployed,1947.574433047575,8235.84729600999,46,16.393261924480385,1,No,1,1,1333.5683646665143,0.3149527963714095,0.5152946178732905,0.7151317623360798,9,0.42824613985961635,0,0,0,0,4,7,1,A
70,Female,Divorced,High School,Self-Employed,3282.40197625207,14710.275543835372,26,10.586471668016003,6,No,17,3,1857.8838914165142,0.6544447396589598,0.34309524996842367,0.9256996941499248,4,0.1455274083732493,0,0,0,0,2,3,0,C
57,Female,Married,Bachelor,Employed,6269.069035179906,15922.645794402077,24,16.910263615609203,8,Yes,5,5,1221.123597171142,0.8371813752623959,0.5475934661934481,0.611384944573515,9,0.1782864079483275,0,0,0,0,3,1,0,D
39,Female,Divorced,Bachelor,Unemployed,6838.6410940206915,10319.285871864271,49,10.962732376505535,3,No,20,1,766.8733337141193,0.5030919137501546,0.3649417658223806,1.086611631470015,8,0.08758061494483926,0,0,0,0,1,10,1,B
72,Male,Married,PhD,Unemployed,4027.164662592041,21087.31227180831,59,9.543782214497629,7,No,12,4,1966.5584199974132,0.7699539237465349,0.5331449049000003,0.7956176171313579,12,0.9200975863599025,0,0,0,0,1,6,0,D
79,Female,Single,PhD,Employed,6667.8549629693425,14018.929742242839,38,15.328014301407578,5,No,3,4,2314.735773866462,0.6473393498464199,0.6122900140901097,0.646256634579704,8,0.7848068685519842,0,0,0,0,0,4,0,C
49,Female,Divorced,PhD,Employed,4828.2099297920195,21659.944952479596,71,14.436199688909655,6,No,12,4,2929.3723660812343,0.7045119178268563,0.4543789365137141,0.8137414480655218,12,0.5062716429797285,0,0,0,0,1,6,0,C
63,Female,Divorced,PhD,Employed,4949.817636037885,17483.199010672946,60,10.262653462600941,8,Yes,6,4,319.2648415337585,0.8400298884494897,0.2994947372118213,0.7990365690242467,3,0.8574606739367276,0,0,0,0,4,2,0,D
66,Female,Married,PhD,Self-Employed,2387.00025701451,31942.17958395496,13,9.434071468064896,8,Yes,6,0,1316.3337700563684,0.8166054823819707,0.5014545812409974,0.8410951047229107,1,0.010413472125554324,0,0,0,0,5,7,0,D
42,Female,Single,Bachelor,Employed,4671.823321146516,20002.027848619433,34,15.928248336940024,8,No,18,1,2493.2143528442057,0.8197382843306854,0.3070623792101727,0.7039482635146059,11,0.04974764470515025,0,0,0,0,1,1,0,D
69,Male,Single,Bachelor,Employed,4111.689172030114,16530.550969659744,62,11.100115565930757,7,No,10,1,2801.6952627796445,0.7463879844475327,0.3670602715562845,0.7371869865558451,11,0.2743287961506957,0,0,0,0,4,8,0,D
27,Female,Married,Master,Employed,7779.462511908267,9641.325971294516,19,15.10509741739249,6,No,1,3,2237.3322686002202,0.6830192001606888,0.48666318551757004,0.8421124042823158,9,0.6168314307678908,0,0,0,0,1,3,0,C
74,Female,Divorced,Bachelor,Unemployed,5863.451458102882,12748.537514208405,67,18.30298274954057,4,Yes,5,0,2169.257765953221,0.5530019130921943,0.4151421516144981,0.856641869852775,3,0.3673973337839578,0,0,0,0,3,10,1,B
68,Male,Single,High School,Unemployed,7313.171562273259,38585.925908683785,52,10.317300145194674,5,No,7,0,1830.0476602295228,0.6314924683101967,0.3375048881661281,0.7811212779997797,6,0.635219922867603,0,0,0,0,3,0,0,C
29,Male,Divorced,Master,Employed,5243.746266657061,26188.73719792258,65,11.978553299728661,7,Yes,6,0,3980.7049848645206,0.725887192501477,0.39732619866518554,0.743257608177319,6,0.571040950059174,0,0,0,0,2,2,0,D
43,Female,Divorced,Bachelor,Unemployed,6550.640910891626,45018.564296798955,63,17.54279448451513,7,Yes,16,2,2930.58093407319,0.7559890721972952,0.483008291278228,0.7107387223596466,3,0.054063564096710315,1,0,0,0,0,3,0,D
28,Male,Married,Bachelor,Employed,3202.6593214891172,23437.669587266304,22,19.80361883361626,6,No,15,3,1392.334031339885,0.661235753060544,0.43832284896900137,0.7480587933830407,5,0.8223639695603807,0,0,1,0,2,10,0,C
60,Male,Married,PhD,Unemployed,3459.5027352503103,30259.782528109667,41,13.82700707931434,7,Yes,1,1,2880.1520183477924,0.7460408201045655,0.25245085948807244,0.8033584717622339,12,0.7599735122406365,0,0,0,0,4,3,0,D
58,Male,Single,High School,Unemployed,5620.53327129093,23628.466180156873,24,11.16220365780466,6,Yes,3,0,2363.099371210944,0.6871520014192957,0.2857519972101336,0.8395080255682562,1,0.9335596327670137,0,0,1,0,3,9,0,C
37,Female,Married,Master,Unemployed,7927.377760078976,33097.22987584266,45,14.44793949781688,6,No,17,0,2406.55170322093,0.7014323153296869,0.3868232974048732,0.9052365561501673,4,0.1541837288446446,0,0,1,0,5,8,0,C
52,Female,Divorced,High School,Unemployed,6517.344803624032,6175.272305744424,16,16.971516012096046,7,No,14,2,2594.4028811112307,0.7808346760302208,0.4539777394374166,0.8511666000360762,5,0.018231678808568574,0,0,0,0,0,9,0,D
63,Male,Married,High School,Unemployed,7552.117334494133,24552.272322015484,47,17.046176233473528,3,Yes,18,3,3537.1469172434886,0.49321063833276557,0.46477780056738466,0.7490491099400546,7,0.9690868494656253,0,0,0,0,5,5,1,B
37,Female,Single,Master,Employed,2780.962855265279,9425.934738736325,54,11.127191635561012,8,No,15,0,326.99409638274346,0.8031105900882928,0.34786666242085285,0.6535482693226662,6,0.7103762510687829,0,0,0,0,2,2,0,D
25,Male,Single,Bachelor,Unemployed,9442.274998055736,16192.058259734751,45,17.311323212144956,5,Yes,6,5,3398.581000496213,0.5865886762259516,0.520388767369158,0.6622220209914689,10,0.42429017157700466,0,0,0,0,4,6,0,C
